sid	SRS043001	SRS017127	SRS021473	SRS011134	SRS050184	SRS011529	SRS048164	SRS016516	SRS052330	SRS011355	SRS011452	SRS019787	SRS054776	SRS024140	SRS014683	SRS016018	SRS047014	SRS019601	SRS019600	SRS063287	SRS015960	SRS023914	SRS015217	SRS024428	SRS019124	SRS013881	SRS052027	SRS056519	SRS052756	SRS052697	SRS048719	SRS014459	SRS014890	SRS045978	SRS047335	SRS063417	SRS045049	SRS011090	SRS016267	SRS016559	SRS019587	SRS019582	SRS015073	SRS014686	SRS046686	SRS015799	SRS016196	SRS050925	SRS015794	SRS016191	SRS022071	SRS022079	SRS016297	SRS054590	SRS051031	SRS013476	SRS016954	SRS011302	SRS024075	SRS014472	SRS015425	SRS017433	SRS047044	SRS019161	SRS056892	SRS015854	SRS058105	SRS013215	SRS015225	SRS023987	SRS013825	SRS023534	SRS064376	SRS064809	SRS018661	SRS064704	SRS022609	SRS011239	SRS052620	SRS014313	SRS023583	SRS023176	SRS013506	SRS016753	SRS020233	SRS015133	SRS050628	SRS043646	SRS019685	SRS014629	SRS042457	SRS016095	SRS022137	SRS024388	SRS063478	SRS023850	SRS042858	SRS051505	SRS015040	SRS063985	SRS049237	SRS062520	SRS024132	SRS015663	SRS014494	SRS065431	SRS017247	SRS017080	SRS056695	SRS015264	SRS024557	SRS020349	SRS017687	SRS013945	SRS065504	SRS022721	SRS052668	SRS065133	SRS013542	SRS020869	SRS043676	SRS017191	SRS014923	SRS077730	SRS055118	SRS077738	SRS065347	SRS011247	SRS014287	SRS017810	SRS045254	SRS045645	SRS043411	SRS019379	SRS055982	SRS021948	SRS018575	SRS022145	SRS017103	SRS054962	SRS019872	SRS015168	SRS019976	SRS017537	SRS015782	SRS053335	SRS063272	SRS057717	SRS045004	SRS018329	SRS024265	SRS024347	SRS023346	SRS015436	SRS024009	SRS050029	SRS017215	SRS019391	SRS016039	SRS019397	SRS016585	SRS017821	SRS042284	SRS018656	SRS062427	SRS050299	SRS017497	SRS019024	SRS023591	SRS054569	SRS049959	SRS050752	SRS054956	SRS013951	SRS048870	SRS023526	SRS019329	SRS057022	SRS016088	SRS015895	SRS014613	SRS050422	SRS022532	SRS011310	SRS016533	SRS022092	SRS020336	SRS049712	SRS018133	SRS013158	SRS015054	SRS015059	SRS017441	SRS015578	SRS022158	SRS051882	SRS012273	SRS012902	SRS015921	SRS024068	SRS045262	SRS023837	SRS015274	SRS013711	SRS024625	SRS015374	SRS024549	SRS012294	SRS057807	SRS058723	SRS058770	SRS019267	SRS053398	SRS024435	SRS024017	SRS022734	SRS049900	SRS050007	SRS018769	SRS045713	SRS016203	SRS018817	SRS077751	SRS015190	SRS052874	SRS049995	SRS015154	SRS064276	SRS019968	SRS043701	SRS017520	SRS017521	SRS016989	SRS016335	SRS023971	SRS016503	SRS018149	SRS051116	SRS024377	SRS064557	SRS042428	SRS014126	SRS075406	SRS019221	SRS013239	SRS055298	SRS024470	SRS021484	SRS020328	SRS014979	SRS013800	SRS011584	SRS011586	SRS017700	SRS017701	SRS019030	SRS014235	SRS022625	SRS013521	SRS023354	SRS078176	SRS019910	SRS018427	SRS011061	SRS046623	SRS011269	SRS049283	SRS064645	SRS021969	SRS017013	SRS019989	SRS024331	SRS015745	SRS011405	SRS015065	SRS011271	SRS015646	SRS017307	SRS018351	SRS018359	SRS015369	SRS016495	SRS042628	SRS018971	SRS012281	SRS013687	SRS019073	SRS020858	SRS016111	SRS016056	SRS016349	SRS063040	SRS014575	SRS011144	SRS016600	SRS056259	SRS044742
k__Bacteria|p__Actinobacteria|c__Actinobacteria|o__Coriobacteriales|f__Coriobacteriaceae|g__Atopobium|s__Atopobium_vaginae	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0001602	0.0	0.0	0.0	0.0	0.0	0.0	1.56e-05	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0071804	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.1812516	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.2659726	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0015031	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0041648	0.0	0.0	0.0	0.0	5.27e-05	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
k__Bacteria|p__Firmicutes|c__Clostridia|o__Clostridiales|f__Lachnospiraceae|g__Butyrivibrio|s__Butyrivibrio_crossotus	0.0	0.0	0.0	0.1831739	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0740863	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	3.5e-06	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.1942305	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.3989566	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0948475	4.7e-05	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.4424866	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0419745	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.019089	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0156013	0.0	0.0	0.0	0.0	1.6e-06	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0019305	0.0	0.0	0.0	0.0	0.0	3e-05	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0016393	0.0	0.0	0.0
k__Bacteria|p__Bacteroidetes|c__Bacteroidia|o__Bacteroidales|f__Bacteroidaceae|g__Bacteroides|s__Bacteroides_fragilis	0.0	0.0	0.0	0.0	0.0	0.0	2.81e-05	0.0	0.0	0.0	0.0013473	0.0112503	0.0	0.0001746	1.59e-05	9.46e-05	2e-06	0.0001763	0.0	0.0	6.64e-05	0.0	0.0	0.0	0.0	0.0	6.71e-05	0.0079472	0.0	0.0	0.0	0.0012578	0.0	0.0	0.0	0.0	0.0	0.0	0.0988025	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	7.47e-05	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.001286	0.0	0.0	0.0004655	0.0	0.0	0.0017957	0.0	0.0	0.0	0.0006102	0.0	7.09e-05	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	9.5e-06	0.0002711	0.0	0.0	0.0006137	5.08e-05	0.0	0.000639	0.0012579	0.000542	0.0	0.0	0.0	0.0	0.0	0.0003785	0.0003404	0.0003156	0.0	0.0	0.0	0.0	0.0	0.000322	0.0	0.0	0.0034778	0.0	0.0	0.0	0.0001814	0.0	0.0	4.66e-05	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	7.4e-05	4.38e-05	0.0014268	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.88e-05	0.0030935	0.0	0.0003889	3e-05	0.0066168	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0035956	2.01e-05	0.0	0.0	0.0	0.0015373	0.0	0.0	0.0	0.0	0.0	0.0	7.77e-05	2.6e-06	0.0	0.0	0.0006006	0.0	5.44e-05	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0001024	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0019722	0.0	0.0	0.0	0.0011181	0.0	0.0	0.0	0.0001188	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0002499	0.0	0.0	0.0015924	0.0	0.0001804	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0111895	0.0	0.0039846	0.0	0.0	0.0	0.0004485	8.58e-05	0.0002918	0.0	0.0002685	0.0	1.43e-05	0.0019349	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0041625	0.0	0.0	0.0	0.0	0.061717	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0006469	0.0	0.0	0.0	0.0	0.0	0.0	0.0008009	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0005122	0.0	0.0	0.0	0.0001033	0.0
k__Bacteria|p__Firmicutes|c__Bacilli|o__Lactobacillales|f__Streptococcaceae|g__Streptococcus|s__Streptococcus_sanguinis	8e-05	0.0053975	0.0070681	0.0002233	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0675115	0.0029668	0.0	0.0	0.0002156	0.0	0.0	0.0036343	0.0	0.0	9.15e-05	0.0	0.0070116	0.0048421	0.0	4.8e-06	0.0	0.0	0.0221413	0.0	0.0141279	0.0072616	0.0	0.0	0.0099366	0.0084498	0.0	0.0	0.005523	6e-05	0.0	0.0011242	5.94e-05	0.0009785	0.0064527	2.5e-06	0.0	0.0	0.0	0.0231329	0.064097	0.0	0.0	0.0	0.0	0.0001297	0.0	0.0017406	0.0	0.0	0.0	0.0	0.001329	1.3e-05	0.0001496	0.0	0.0	0.0032664	0.0121152	0.0052645	0.0	0.0121794	0.0454542	0.0	2.2e-06	0.0	0.0	0.0	0.0	0.0	0.0046881	0.0	0.0	1.45e-05	0.0233902	0.0443882	0.0	0.0	0.0101843	0.0	0.0	0.0	0.0127054	0.0	0.0	0.0	0.0045717	0.0	0.0	0.0	2.1e-05	0.0	0.0	0.0247464	0.0	0.0358371	0.0	1.05e-05	0.0096469	0.0	0.0350936	0.0203124	5.4e-06	0.017662	0.0056027	0.0045675	0.0	0.0	0.0060721	0.0	0.0001013	0.0	4.26e-05	0.0227869	0.0	0.0050523	0.0	0.0161502	0.0262325	0.0	0.0	0.0	0.0	0.0	5.2e-06	0.0104944	0.0	0.0	0.0031564	0.0	0.0069052	0.0308883	0.0	0.0	0.0224318	1.13e-05	0.0	0.0024582	5.3e-06	0.0123602	0.0	0.0040121	0.0	0.0007608	0.0006276	0.001549	0.0838974	0.0	0.0	0.0	0.0	0.0001705	0.0	1.88e-05	0.0	0.0002403	0.0215345	0.0071125	0.0	1.29e-05	0.0	0.0	0.0	0.0	0.0523338	0.0050637	0.0175054	0.0154667	0.0	0.0	0.0096917	0.0070993	0.0194294	0.0	0.0143026	2.84e-05	0.0	0.0	0.0	0.0098234	0.0057646	5.35e-05	0.0	0.0	5.49e-05	0.0	0.0146547	0.0	0.0130606	0.01611	0.0133383	0.0127692	0.0	0.009497	0.0	0.0	0.0	0.0	0.0	2.2e-06	2.56e-05	0.0	0.017239	0.0	0.0	0.0220808	0.0	2.2e-06	0.0	0.0	0.0	0.0	0.0012466	1.24e-05	0.019498	0.0	2.57e-05	0.0	0.0	0.0	0.0	0.0	0.0	0.0207561	0.005568	0.0085388	0.0015791	0.0	0.0	0.0010159	0.0520118	0.0140063	0.0019375	0.0	0.0307794	0.0	1.33e-05	0.0	1.9e-05	0.0	3.6e-06	0.0	0.0	0.0	0.0	0.0136623	0.0	0.0003637	0.0	0.0	0.0	0.0	0.0046316	0.0	0.0395851	0.0	0.0	0.0017315	0.0	0.0	0.0074903	0.0	0.0	0.0	0.0008197	0.0	0.0	0.0051397	0.0	6.09e-05	0.0005094	0.0186155	0.0370329	0.0	0.0083809	0.000561	0.0	0.0	0.007719	4.37e-05	0.0176764	0.040468	0.012925	0.0	0.0
k__Bacteria|p__Firmicutes|c__Bacilli|o__Lactobacillales|f__Streptococcaceae|g__Streptococcus|s__Streptococcus_infantis	7.5e-06	4.67e-05	0.0179514	0.0004706	0.0	0.0	8.7e-06	0.0	0.0	0.0	0.0	0.0	0.0075602	0.0047212	0.0	0.0	0.0001161	0.0	0.0	0.0088972	0.0	0.0	0.0	0.0	0.0005076	0.0132336	2.67e-05	0.0	0.0	0.0	0.0012016	0.0	0.0044529	0.0227802	0.0	0.0	0.0015342	0.0043655	0.0	0.0	0.004394	0.0	0.0	0.0284726	3.66e-05	0.0075061	0.0019653	0.0	1.17e-05	0.0	0.0	0.0013689	0.0109863	3.33e-05	6.8e-06	0.0	0.0	0.0002854	0.0	0.0048439	0.0	0.0	0.0	0.0	0.0093363	9.25e-05	0.0011591	0.0	0.0	0.0047445	0.0091887	0.0213203	0.0	0.0022497	0.0389501	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0027479	0.0	0.0	0.0	0.0085482	0.0075288	0.0001213	0.0	0.0266121	0.0	4.45e-05	0.0	0.0795155	0.0	0.0	0.0	0.0025325	0.0	0.0	0.0	2.9e-05	6.1e-06	0.0	0.0015729	0.0	0.0086498	0.0	0.0	0.0020556	0.0	0.0101915	0.0030624	7.6e-06	0.0179103	0.0043966	0.0271411	0.0	0.0	0.0052878	1.02e-05	0.0001087	9.53e-05	0.0008273	0.0063831	0.0	0.0174258	0.0	0.0180046	0.0132146	0.0	0.0	0.0	0.0	0.0	0.0	0.0129441	0.0	0.0	0.0269336	0.0	0.0058066	0.0035717	1.68e-05	0.0	0.0021608	0.0	0.0	0.0043789	0.0001554	0.0072833	0.0	0.0161907	0.0	0.0388413	0.001784	0.005937	0.0022099	6.52e-05	0.0	0.0	0.0	9.03e-05	0.0	0.0	0.0	0.015732	0.0093543	0.0112161	0.0	0.0	7.95e-05	2.4e-05	0.0	2.29e-05	0.0014045	0.007163	0.0038514	0.0044366	0.0	0.0	0.0030177	0.0025447	0.0201306	0.0	0.0105614	5.83e-05	0.0	0.0001345	0.0	0.0278715	0.0050422	2.28e-05	0.0	0.0	0.0001603	0.0	0.0048127	0.0	0.0061228	0.0074362	0.0044362	0.022099	0.0	0.0008835	0.0	0.0	0.0	8.11e-05	0.0	7.1e-06	0.0001248	0.0	0.0050507	0.0	2.18e-05	0.0190811	0.0	0.0	0.0	0.0	0.0	0.0	0.0111141	0.0	0.0068844	0.0	0.0	5.27e-05	0.0	0.0	0.0	5.13e-05	0.0	0.0243802	0.0037254	0.0031371	0.0056078	0.0	0.0	0.0069744	0.005003	0.005717	0.0004047	0.0	0.0049164	0.0	0.0	0.0	0.0	0.0	0.0001167	0.0	0.0	0.0	0.0	0.0118722	4.26e-05	0.0019522	0.0	0.0	0.0	0.0	0.0191963	0.0	0.0214413	0.0	0.0	0.0312644	0.0	0.0	0.0064075	0.0	0.0	0.0	0.0021828	0.0	5.52e-05	0.0153146	0.0	0.0002852	0.0022413	0.0086796	0.0028091	0.0	0.0140479	0.0073548	0.0	0.0	0.0232663	2.14e-05	0.0262941	0.0142047	0.0122948	0.0	0.0
k__Bacteria|p__Fusobacteria|c__Fusobacteria|o__Leptotrichales|f__Leptotrichiaceae|g__Leptotrichia|s__Leptotrichia_hofstadii	0.0	0.0007934	0.0003212	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.000556	6.85e-05	0.0	0.0	0.0	0.0	0.0	9.2e-05	0.0	0.0	0.0	0.0	2.24e-05	1.9e-05	0.0	0.0	0.0	0.0	0.0001972	0.0	0.0	0.0007599	0.0	0.0	0.0002557	0.0009443	0.0	0.0	0.0003204	0.0	0.0	0.000554	0.0	0.0	8.76e-05	0.0	0.0	0.0	0.0	0.0001232	0.1174776	0.0	0.0	0.0	0.0	0.0	0.0	0.000816	0.0	0.0	0.0	0.0	0.0003479	0.0	7.11e-05	0.0	0.0	0.0001728	0.0010089	0.0	0.0	0.0005828	0.0002906	0.0	0.0	0.0	0.0	0.0	0.0	0.0	4.24e-05	0.0	0.0	0.0	0.0021496	0.0010068	0.0	0.0	0.0011292	0.0	0.0	0.0	0.0020005	0.0	0.0	0.0	0.0005439	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0032791	0.0	0.0	0.0002353	0.0	0.0009865	3.54e-05	0.0	0.0012837	0.0007275	0.0	0.0	0.0	9.1e-05	0.0	0.0	0.0	0.0	0.0	0.0	2.83e-05	0.0	0.000699	0.0013959	0.0	0.0	0.0	0.0	0.0	0.0	7.11e-05	0.0	0.0	0.0002856	0.0	0.000117	0.0002635	0.0	0.0	0.0001114	0.0	0.0	0.0001887	0.0	0.0009342	0.0	0.0002042	0.0	0.0	0.0003504	0.0	0.0007128	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.000458	0.0011361	0.0001659	0.0	0.0	0.0	0.0	0.0	0.0	0.0002902	0.0025879	0.0	0.0	0.0	0.0	0.0003248	0.0007323	0.0	0.0	0.0014704	0.0	0.0	0.0	0.0	0.0	0.0002251	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0008695	0.0	0.0004543	0.0018321	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.000645	0.0	0.0	4.53e-05	0.0	0.0	0.0	0.0	0.0	0.0	0.0003607	0.0	0.0008863	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0003095	0.0007036	0.0	0.0	0.0	0.0	0.0003205	0.0	0.0002532	0.0	0.0005946	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0014142	0.0	0.0	0.0	0.0	0.0	0.0	0.000561	0.0	0.0017461	0.0	0.0	0.0001593	0.0	0.0	0.0045222	0.0	0.0	0.0	6.28e-05	0.0	0.0	0.0011311	0.0	0.0	0.0	0.0	0.0006062	0.0	0.0002403	0.0002083	0.0	0.0	0.0009812	0.0	0.0	0.0018798	0.0007374	0.0	0.0
k__Bacteria|p__Bacteroidetes|c__Bacteroidia|o__Bacteroidales|f__Bacteroidaceae|g__Bacteroides|s__Bacteroides_intestinalis	0.0	0.0	0.0	0.0001024	0.0	1.1e-06	1e-06	0.0	0.0	0.0	0.0	0.00019	0.0	0.0	0.0	0.0	0.0031075	0.0	0.0	0.0	0.050668	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	4.2e-05	0.0	0.0001862	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0056306	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0024069	0.0	0.0	0.0	0.0003897	0.0	0.0042448	0.0014901	2.4e-05	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	9.67e-05	0.0	0.0	0.0	6.98e-05	0.0021472	0.0	0.0	0.0024092	0.0	0.0	0.0	0.0	0.0	0.0	4.2e-05	0.0	1.52e-05	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0004746	0.0	0.0	7e-05	0.0	0.0	1e-06	0.0	0.0	0.0	0.0	3.14e-05	0.0	0.0	0.0	0.0	0.181505	0.0	0.0	0.0	2e-05	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0559198	1.8e-06	0.0	0.0	0.0074963	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0768903	0.0	0.0034722	0.0	0.0	0.0	0.0057991	0.0	0.0	0.0	0.0	0.0	6.8e-06	6.1e-06	0.0	0.001364	0.0	9.1e-06	0.0	0.0	0.0	0.0	0.0048323	0.0	0.0	0.0	0.0	7.12e-05	0.0	0.0	0.0	0.0	0.0	0.0094487	0.0	0.0	0.0	0.0	0.0	0.0	1e-06	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0209098	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0052263	0.0	0.0	0.0	0.0	5.94e-05	0.0	4.3e-06	0.0	0.0031417	0.0	0.0	0.0	0.0	0.0	8e-05	0.0	0.0	0.0	0.0	0.0	0.0100122	0.0	0.0	0.0022493	3e-05	0.0	4.7e-06	0.0	0.0009279	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	2.39e-05	0.0002866	0.0	0.0	0.0	3.02e-05	1.94e-05	0.0	0.0	0.0004643	0.0	0.0021872	0.0	0.0	3.5e-06	1.96e-05	0.0	0.0	0.0	0.0	0.0	0.0	2.4e-06	0.0	0.0804117	0.0001229	0.0013924	0.0	0.0	0.0004535	0.0	0.0	3e-06	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0003162	4.2e-06	0.0	0.0	0.0	0.0193032	0.0
k__Bacteria|p__Firmicutes|c__Bacilli|o__Lactobacillales|f__Lactobacillaceae|g__Lactobacillus|s__Lactobacillus_jensenii	0.0	0.0	0.0	0.0	0.2841152	0.0	0.0	0.0	0.9862158	0.0009156	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	8.46e-05	0.0	0.0	0.0142089	0.9972366	0.0	0.0	0.0	0.0	0.0	0.0	0.0025304	0.0	0.0	0.0	0.0	1.65e-05	0.0	0.0044751	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0737295	0.0	0.0	0.0	0.0	0.0	0.0	0.37807	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.9983299	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0223026	0.0	0.0	0.017491	0.0	0.0	0.0	0.0569356	0.0	0.0	0.0	0.0103512	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0367316	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.004259	0.0	0.0023563	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0	0.0	0.0	0.0	0.0	0.0288951	0.0	0.0	0.0	0.049632	0.0	0.0	0.0	0.0	0.9163697	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0	0.0054493	0.0	0.0	2.11e-05	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0152906	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.2664619	0.0	0.0	0.0	0.0	0.0120394	0.0	0.0	0.0	0.0	0.0	0.998733	0.0	0.0034226	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.8316255	0.0	0.0	0.0	0.0	0.0077163	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0218967
